Marca,Modelo,Ano,Motor,Transmissão,Homologação do Fluido,Quantidade de fluído,Filtro da transmissão,Conexão da máquina de troca de fluidos,Imagem Conector,Imagem Local da Conexao ,Video Procedimento,Link,FALSE
KIA,CARNIVAL,2000-2005,L4 2.9L V6 24L 2.5L,AW5040LE / AW5042LE,Homologação DEXRON III,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A70,,https://drive.google.com/file/d/1Jmwno8jnP4GQHZE_Mu3VOxM07TrLNQYt/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1319,TRUE
KIA,SPORTAGE,2023-2024,L4 1.6L T,D7UF1 / D7UH1 / D7GF1,Homologação SAE 70W API GL-4,"Parcial (Carter): 0,50 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1227,TRUE
KIA,STONIC,2021-2024,L3 1.0L T,D7UF1 / D7UH1 / D7GF1,Homologação SAE 70W API GL-4,"Total para Nível: 2,0 LITROS",Não Faz Diálise,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1261,TRUE
KIA,SPORTAGE,2005-2011,L4 2.0L V6 2.7L,F4A41 / F4A42 / F4A51 / F4A52,Homologação KIA DIAMOND SP-III,"Parcial (Carter): 3,5 LITROS
Total para Nível: 7,9 LITROS
Diálise: 10,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/503,TRUE
KIA,CARENS,1999-2014,L4 2.0L,F4A42,Homologação KIA DIAMOND SP-III,"Parcial (Carter): 3,5 LITROS
Total para Nível: 7,9 LITROS
Diálise: 10,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/480,TRUE
KIA,MAGENTIS,2006-2011,L4 2.0L 2.4L,F4A42,Homologação SP III,"Parcial (Carter): 3,5 LITROS
Total para Nível: 7,9 LITROS
Diálise: 10,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1135,TRUE
KIA,PICANTO,2006-2009,L4 1.0L  L4 1.1L,JF405E,Homologação JWS 331 4,"Total para Nível: 5,2 LITROS",OEM: 4561102700,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/495,TRUE
KIA,MOHAVE,2008-2012,V6 3.8L,RE5R05A / A5SR1,Homologação KIA ATF RED-1,"Parcial (Carter): 5,5 LITROS
Total para Nível: 10,5 LITROS
Diálise: 12,5 LITROS",OEM: 31728-97X00,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1134,TRUE
KIA,SORENTO,2007-2010,L4 2.5L V6 3.5L 3.8L,RE5R05A / A5SR1,Homologação KIA ATF RED-1,"Parcial (Carter): 5,5 LITROS
Total para Nível: 10,5 LITROS
Diálise: 12,5 LITROS",OEM: 31728-97X00,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/499,TRUE
KIA,CARNIVAL,2021-2023,V6 3.5L,UA80E / UB80E / AWF8G30,Homologação KIA SP-IV,"Parcial (Carter): 3,3 LITROS
Total para Nível: 7,5 LITROS
Diálise: 9,5 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1305,TRUE
LAMBORGHINI,URUS,2018-2018,V8 4.0L,8HP90 / 8HP95 / OD9,Homologação ZF LIFEGUARD 8,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS","DA O

OEM: 0D6 398 359 A",Conector A66,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/507,
LAMBORGHINI,HURACAN,2014-2018,V10 5.2L,DL800,Homologação G 052 529,"Parcial (Carter): 8,10 LITROS
Total para Nível: 12,0 LITROS
Diálise: 14,0 LITROS","325 183A

OEM: OBH",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/506,
LAMBORGHINI,AVENTADOR,2011-2018,V12 6.5L,SL750-7A,Homologação PENTOSIN FFL 2,,"EA
J",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/505,
LAND ROVER,DISCOVERY,1994-2004,L5 2.5L V8 3.9L 4.6L,4HP22,Homologação LT 7114 1,"Parcial (Carter): 3,2 LITROS
Total para Nível: 8,10 LITROS
Diálise: 10,0 LITROS",OEM: 1043226034,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/509,TRUE
LAND ROVER,DEFENDER,1997-2013,V8 3.9L,4HP24,Homologação LT 7114 1,,OEM: 1043226034,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/508,TRUE
LAND ROVER,DISCOVERY(LR3),2004-2011,L6 2.7L 3.0L 4.0L 4.4L,6HP26,Homologação ZF LIFEGUARD 6,"Parcial (Carter): 5,35 LITROS
Total para Nível: 10,0 LITROS
Diálise: 12,0 LITROS","OEM: 091325429 /
0AT325429 /24117571227",Conector A32,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/516,TRUE
LAND ROVER,DISCOVERY,2004-2013,V6 2.7L 3.0L 4.0L V8 4.4L 5.0L,6HP26 / 6HP28,Homologação ZF LIFEGUARD 6,"Parcial (Carter): 5,35 LITROS
Total para Nível: 10,0 LITROS
Diálise: 12,0 LITROS","OEM: 091325429 /
0AT325429 /24117571227",Conector A32,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/510,TRUE
LAND ROVER,DEFENDER,2014-2022,L4 2.0L  I6 3.0L,8HP45,Homologação MOPAR ZF 89 SPEED ou ZF LIFEGUARD 8,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 1087.298.247-009,Conector A66,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1099,TRUE
LAND ROVER,DISCOVERY(LR3),2004-2011,L6 3.7L,8HP45,Homologação LR 023 288,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 1087.298.247-009,Conector A66,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/517,TRUE
LAND ROVER,RANGE ROVER VELAR,2017-2024,L4 2.0L V6 3.0L,8HP45 / 8HP50 / 8HP70,Homologação LR 023 288,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 24 11 8 612 901,Conector A66,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/529,TRUE
LAND ROVER,RANGE ROVER SPORT,2011-2022,L4 2.0L V6 3.0L V8 4.4L 5.0L,8HP45 / 8HP50 / 8HP70 / 8HP75,Homologação LR 023 288,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 1087.298.247-009,Conector A66,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/527,TRUE
LAND ROVER,DISCOVERY,2012-2024,L4 2.0L V6 3.0L,8HP70,Homologação LR 023 288,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 1087.298.247-009,Conector A66,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/512,TRUE
LAND ROVER,RANGE ROVER VOGUE,2013-2023,V6 3.0L V8 4.4L 5.0L,8HP70 / 8HP75 / 8HP76,Homologação LR 023 288,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,0 LITROS",OEM: 1087.298.247-009,Conector A66,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1322,TRUE
LAND ROVER,EVOQUE,2014-2024,L4 2.0L 2.2L,9HP48,Homologação LR 023 288,"Parcial (Carter): 3,2 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A36,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/522,TRUE
LAND ROVER,DISCOVERY SPORT,2015-2024,L4 2.0L 2.2L,9HP48 / 9HP50,Homologação LR 023 288,"Parcial (Carter): 3,2 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A36,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/515,TRUE
LAND ROVER,FREELANDER,2000-2006,L4 2.0L L6 2.5L,JF506E,Homologação LT 7114 1,"Parcial (Carter): 4,0 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",Não possui acesso ao filtro.,Conector A16,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/518,TRUE
LAND ROVER,FREELANDER,2006-2015,L4 2.0L 2.2L L6 3.2L,TF80SC / TF81SC,Homologação AISIN AW-1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/520,TRUE
LAND ROVER,EVOQUE,2011-2013,L4 2.0L,TF81SC,Homologação AISIN AW-1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/521,TRUE
LEXUS,IS,2011-2016,V6 2.5L 3.0L,A960E,Homologação ATF WS,"Parcial (Carter): 2,7 LITROS
Total para Nível: 7,5 LITROS
Diálise: 9,5 LITROS","— a 444 AT Tal

OEM: 35330-0c010",,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/547,
LEXUS,LS,2005-2016,V8 4.6L,AA80E / TL80SN,Homologação ATF WS,"Parcial (Carter): 4,5 LITROS
Total para Nível: 12,8 LITROS
Diálise: 14,5 LITROS",OEM: 35330-50030,Conector A54,,https://drive.google.com/file/d/1000Te9FhyFo2iRKJoaQZ30iTJgH5Sx4p/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/553,
LEXUS,LS,2017-2022,V6 3.5L,AWRHM50,,,,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/554,
LEXUS,ES,2019-2024,L4 2.0L 2.5L HYBRID,P314 EVT,Homologação ATF WS,"Total para Nível: 3,8 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/534,
LEXUS,NX,2019-2022,L4 2.0L 2.5L HYBRID,P314 EVT,Homologação ATF WS,"Total para Nível: 3,8 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1248,
LEXUS,UX,2019-2024,L4 2.0L HYBRID,P711,Homologação ATF WS,"Total para Nível: 3,8 LITROS",Não possui acesso ao filtro.,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1249,
LEXUS,RX,2012-2018,V6 3.5L,TG81LS / U881E / U880F,Homologação ATF WS,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A47,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/568,
LEXUS,ES,2008-2018,V6 3.5L,U660E / U661E,Homologação ATF WS,"Parcial (Carter): 2,8 LITROS
Total para Nível: 6,8 LITROS
Diálise: 9,0 LITROS",OEM: 3533033050,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/532,
LEXUS,NX,2015-2018,L4 2.0L,U660E / U661E,Homologação ATF WS,"Parcial (Carter): 2,8 LITROS
Total para Nível: 6,8 LITROS
Diálise: 9,0 LITROS",OEM: 3533033050,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/562,
LIFAN,X60,2013-2019,L4 1.8L,VT2 / VT3,Homologação EZL 79 9,"Parcial (Carter): 4,0 LITROS
Total para Nível: 5,9 LITROS
Diálise: 7,5 LITROS",OEM: BOCF18A1-1502530,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1179,
LOTUS,3-ELEVEN,2016-2017,V6 3.5L,TG81LS / AWF8F45,Homologação ATF WS,,Não possui acesso ao filtro.,Conector A47,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/574,
LOTUS,EVORA,2010-2018,V6 3.5L,U660E,Homologação ATF WS,"Parcial (Carter): 2,8 LITROS
Total para Nível: 6,8 LITROS
Diálise: 9,0 LITROS",OEM: 3533033050,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/573,
MASERATI,GHIBLI S Q4,2013-2019,V6 3.0L,8HP70 / 8HP75,Homologação ZF LIFEGUARD 8,"Parcial (Carter): 5,2 LITROS
Total para Nível: 9,0 LITROS
Diálise: 12,0 LITROS",OEM: 673003178,Conector A72 / A30,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1337,
MAZDA,PROTEGE,1996-2000,L4 1.6L 1.8L 2.0L,4F27E / FN4A-EL,Homologação MERCON V,,OEM: XS4P7B155AC,Conector A75,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/628,
MAZDA,MPV,1994-2001,L4 2.0L V6 2.5L,GF4AEL,Homologação MERCON V,,,Conector A87,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/594,
MERCEDES-BENS,VITO,2000-2003,L4 2.0L 2.2L,4HP20,Homologação MB 23 6,"Parcial (Carter): 3,0 LITROS
Total para Nível: 8,3 LITROS
Diálise: 10,0 LITROS",Não possui acesso ao filtro.,Conector A18,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/720,TRUE
MERCEDES-BENS,400,1992-1993,V8 4.2L,722.3,Homologação MB 23 6,"Parcial (Carter): 4,0 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 222043126,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/642,TRUE
MERCEDES-BENS,500,1990-1993,V8 5.0L,722.3,Homologação MB 23 6,"Parcial (Carter): 4,0 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 222043126,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/643,TRUE
MERCEDES-BENS,CLASSE - S,1994-1995,L6 3.4L V8 4.2L 5.0L,722.3,Homologação MB 23 6,"Parcial (Carter): 4,0 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 222043126,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1071,TRUE
MERCEDES-BENS,CLASSE - C,1994-1995,L4 1.8L 2.0L 2.3L L6 2.8L,722.4,Homologação MB 23 6,"Parcial (Carter): 4,0 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 126 277 0295,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1066,TRUE
MERCEDES-BENS,CLC,2008-2011,L4 1.6L 1.8L 2.2L,722.6,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,6 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/669,TRUE
MERCEDES-BENS,CLK,1999-2009,L4 1.8L 2.0L 2.2L 2.3L L5 2.7L V6 2.6L 3.2L V8 5.0L 5.4L,722.6,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/671,TRUE
MERCEDES-BENS,SL,2000-2011,V6 2.8L 3.0L 3.2L 3.7L V8 5.0L 5.4L V12 5.5L 5.8L,722.6,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/706,TRUE
MERCEDES-BENS,SLK,2000-2011,L4 1.8L 2.0L 2.3L V6 3.2L,722.6,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/711,TRUE
MERCEDES-BENS,SLR,2003-2009,V8 5.4L,722.6,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/714,TRUE
MERCEDES-BENS,VANEO,2001-2005,L4 1.7L 1.9L,722.6,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/719,TRUE
MERCEDES-BENS,VITO,2003-2014,L4 2.2L V6 2.5L 3.0L 3.2L 3.5L 3.7L,722.6 / W5A330 - W5A380,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/721,TRUE
MERCEDES-BENS,CLASSE - E,1995-2013,L4 1.8L 2.2L,722.6 / W5A380 - W5A580,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/680,TRUE
MERCEDES-BENS,CLASSE - V,2003-2015,L4 2.2L V6 2.5L 3.0L 3.5L 3.7L,722.6 / W5A380 - W5A580,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/716,TRUE
MERCEDES-BENS,CLASSE - C,1996-2010,L4 1.8L 2.0L 2.2L 2.3L 2.4L L6 2.8L V6 2.5L 3.0L 3.2L 3.6L V8 4.3L 5.5L,722.6 / W5A580,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/654,TRUE
MERCEDES-BENS,CLASSE - ML,1998-2004,L5 2.7L V6 3.2L 3.7L V8 4.0L 4.3L 5.0L 5.4L 5.5L,722.6 / W5A580,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1070,TRUE
MERCEDES-BENS,CLASSE - S,1996-2012,V6 2.8L 3.2L 3.5L 3.7L V8 4.0L 4.3L 5.4L V12 5.5L 5.8L 6.0L,722.6 / W5A580,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",OEM: A140 277 00 95,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1072,TRUE
MERCEDES-BENS,CLASSE - CL,1998-2009,V8 5.0L 5.4L V12 5.5L 5.8L 6.0L 6.3L,722.6 / W5A900,Homologação MB 23 6,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,4 LITROS
Diálise: 11,0 LITROS",,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/666,TRUE
MERCEDES-BENS,CLASSE - A,1998-2005,L4 1.9L,722.7 / W5A180 (5 SP FWD,Homologação MB 23 6,"Parcial (Carter): 3,0 LITROS
Total para Nível: 5,85 LITROS
Diálise: 8,0 LITROS",OEM: 1683770295,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1210,TRUE
MERCEDES-BENS,CLASSE - B,2004-2012,L4 1.5L 1.7L 2.0L,722.8 / WFC280,Homologação MB 23 6,"Parcial (Carter): 5,7 LITROS
Total para Nível: 6,5 LITROS
Diálise: 8,5 LITROS",OEM: A 169377 13 95,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1069,TRUE
MERCEDES-BENS,CLK,2004-2009,V6 2.5L 3.0L 3.5L V8 5.0L 5.5L 6.3L,722.9,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/672,TRUE
MERCEDES-BENS,CLASSE - ML,2005-2010,L4 2.2L V6 3.0L 3.5L V8 4.6L 5.5L,722.9 / HK7C700 / W7A700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/696,TRUE
MERCEDES-BENS,CLASSE - ML,2011-2014,L4 2.2L V6 3.0L 3.5L V8 4.6L 5.5L,722.9 / HK7C700 / W7A700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1334,TRUE
MERCEDES-BENS,SLK,2011-2018,L4 1.8L 2.2L V6 3.5L V8 5.5L,722.9 / K7B1000 / W7C700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/712,TRUE
MERCEDES-BENS,CLASSE - R,2005-2010,V8 5.0L 5.5L,722.9 / W7A700 / W7C700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/698,TRUE
MERCEDES-BENS,CLASSE - R,2011-2017,V8 5.0L 5.5L,722.9 / W7A700 / W7C700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1335,TRUE
MERCEDES-BENS,GLK,2008-2010,L4 2.0L 2.2L V6 3.0L 3.5L,722.9 / W7A700 / W7X550,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/691,TRUE
MERCEDES-BENS,GLK,2011-2015,L4 2.0L 2.2L V6 3.0L 3.5L,722.9 / W7A700 / W7X550,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1333,TRUE
MERCEDES-BENS,CLASSE - V,2014-2018,L4 2.0L 2.2L,722.9 / W7C700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/717,TRUE
MERCEDES-BENS,CLS,2006-2010,L4 2.0L 2.2L V6 3.0L 3.5L V8 4.6L 5.5L,722.9 / W7C700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/673,TRUE
MERCEDES-BENS,GLE,2015-2024,L4 2.2L V6 3.0L V8 4.6L 5.5L,722.9 / W7C700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1317,TRUE
MERCEDES-BENS,SL,2012-2018,V6 3.0L 3.5L V8 4.6L 5.5L V12 6.2L,722.9 / W7C700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/708,TRUE
MERCEDES-BENS,VITO,2014-2018,L4 2.0 2.2L,722.9 / W7C700,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/722,TRUE
MERCEDES-BENS,CLASSE - GL,2012-2018,V6 3.0L V8 4.0L 4.6L 5.5L,722.9 / W7C700 / K7B1000,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/683,TRUE
MERCEDES-BENS,CLASSE - C,2008-2010,L4 1.6L 1.8L 2.0L V6 3.0L 3.5L 4.0L V8 6.2L 6.3L,722.9 / W7X550,Homologação MB 23 6,"Parcial (Carter): 5,8 LITROS
Total para Nível: 9,7 LITROS
Diálise: 12,0 LITROS",OEM: A222 277 20 00,Conector A28 / A24,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/656,TRUE
